business_used_car_id,created_at,deleted_at,modified_at,description,car_transmission_kind,company_service_type,color,distance,fuel,image_src,model_option,model_year,name,passengers,member_id
53,2021-05-27 23:44:03,2021-04-25 22:36:17,2021-08-02 00:57:15,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",AUTOMATIC,CHANGE,Puce,1,GASOLINE,http://dummyimage.com/112x231.png/dddddd/000000,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,1994,Altima,9,331
54,2021-03-05 17:41:20,2021-07-18 14:13:18,2021-07-04 22:52:36,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",STICK,SALE,Indigo,96,GAS,http://dummyimage.com/165x321.png/cc0000/ffffff,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,2005,Grand Prix,6,529
55,2021-03-24 04:46:06,2021-05-14 19:32:58,2021-02-06 00:45:58,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",AUTOMATIC,DIRECTTRADE,Pink,12,GAS,http://dummyimage.com/157x154.png/cc0000/ffffff,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,1999,Diamante,2,402
56,2021-02-09 11:34:16,2021-06-04 23:15:06,2021-03-26 15:24:19,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",STICK,SALE,Orange,77,GASOLINE,http://dummyimage.com/179x301.png/dddddd/000000,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,2011,Freelander,1,777
57,2021-09-08 05:58:18,2021-08-15 23:49:16,2021-07-12 17:42:00,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",STICK,CHANGE,Purple,16,GAS,http://dummyimage.com/197x182.png/5fa2dd/ffffff,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,1987,Continental Mark VII,4,186
58,2021-02-05 07:10:31,2021-03-05 21:39:32,2021-02-02 02:02:22,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",AUTOMATIC,CHANGE,Yellow,32,GASOLINE,http://dummyimage.com/182x324.png/cc0000/ffffff,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,2009,Solstice,2,824
59,2021-04-29 13:04:52,2021-01-11 09:23:39,2021-06-16 06:26:57,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",AUTOMATIC,CHANGE,Green,42,GAS,http://dummyimage.com/148x288.png/ff4444/ffffff,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,2005,Sierra 2500,2,383
60,2021-08-28 16:01:06,2021-08-03 12:03:14,2021-07-27 16:12:32,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",AUTOMATIC,CHANGE,Goldenrod,96,DIESEL,http://dummyimage.com/154x335.png/dddddd/000000,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,1997,Tiburon,4,3
61,2021-02-05 14:15:22,2021-02-13 10:25:30,2021-06-06 19:53:52,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",STICK,DIRECTTRADE,Pink,92,GASOLINE,http://dummyimage.com/187x337.png/5fa2dd/ffffff,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,2011,Explorer,2,838
62,2021-04-03 05:29:09,2021-05-22 20:02:45,2021-01-19 13:38:52,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,STICK,DIRECTTRADE,Puce,50,GAS,http://dummyimage.com/121x155.png/5fa2dd/ffffff,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,2006,GranSport,8,662
63,2021-08-01 02:10:56,2021-09-10 19:38:08,2021-08-11 03:02:07,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",AUTOMATIC,CHANGE,Crimson,97,GASOLINE,http://dummyimage.com/156x380.png/cc0000/ffffff,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,2006,M3,8,870
64,2021-02-27 00:54:00,2021-05-20 20:15:04,2021-04-13 16:45:17,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",STICK,SALE,Red,57,GASOLINE,http://dummyimage.com/107x140.png/dddddd/000000,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,1992,Mighty Max,8,17
65,2021-04-10 00:13:37,2021-04-27 02:38:54,2021-03-28 02:42:54,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",STICK,SALE,Green,2,GASOLINE,http://dummyimage.com/210x332.png/cc0000/ffffff,nisl aenean lectus pellentesque eget nunc donec quis orci eget,2008,XC90,9,683
66,2021-02-12 17:22:36,2021-09-21 02:35:13,2021-06-22 12:02:10,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",AUTOMATIC,SALE,Aquamarine,89,GASOLINE,http://dummyimage.com/148x240.png/5fa2dd/ffffff,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,1997,Grand Marquis,4,13
67,2021-02-23 08:28:24,2021-09-03 17:40:43,2021-07-05 18:48:32,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",STICK,CHANGE,Yellow,8,GAS,http://dummyimage.com/166x300.png/cc0000/ffffff,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,1995,Viper RT/10,8,678
68,2021-05-22 09:25:21,2021-04-28 15:28:41,2021-06-20 13:31:49,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",STICK,CHANGE,Teal,48,GASOLINE,http://dummyimage.com/188x293.png/dddddd/000000,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,2007,B9 Tribeca,2,286
69,2021-07-19 09:44:51,2021-03-14 10:51:34,2021-06-10 04:26:23,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",STICK,SALE,Yellow,81,GAS,http://dummyimage.com/155x349.png/5fa2dd/ffffff,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1990,Jetta,3,129
70,2021-01-04 08:01:00,2021-02-26 10:05:23,2021-01-27 00:54:48,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,AUTOMATIC,CHANGE,Green,53,GASOLINE,http://dummyimage.com/102x211.png/5fa2dd/ffffff,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,2003,Grand Vitara,1,259
71,2021-08-28 02:19:33,2021-02-11 19:55:16,2021-01-28 15:39:10,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",STICK,SALE,Turquoise,9,GAS,http://dummyimage.com/241x252.png/5fa2dd/ffffff,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,2006,Vantage,1,335
72,2021-08-01 11:40:50,2021-09-07 07:21:53,2021-02-23 03:20:13,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",STICK,DIRECTTRADE,Goldenrod,93,DIESEL,http://dummyimage.com/147x191.png/ff4444/ffffff,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,1996,Suburban 1500,9,542
73,2021-02-18 09:28:28,2021-07-11 16:24:55,2021-07-15 07:08:43,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",STICK,CHANGE,Teal,46,GASOLINE,http://dummyimage.com/189x201.png/cc0000/ffffff,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,2000,Sierra 1500,5,44
74,2021-02-04 00:01:14,2021-05-12 15:59:19,2021-07-17 20:29:51,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,AUTOMATIC,SALE,Orange,68,GASOLINE,http://dummyimage.com/102x246.png/5fa2dd/ffffff,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,1999,Aurora,7,180
75,2021-06-07 20:00:27,2021-03-31 17:30:15,2021-09-03 20:00:56,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",AUTOMATIC,SALE,Khaki,99,GAS,http://dummyimage.com/132x327.png/5fa2dd/ffffff,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,1975,Camaro,8,722
76,2021-07-08 16:52:13,2021-02-22 03:27:09,2021-03-04 04:52:31,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",STICK,SALE,Orange,78,GASOLINE,http://dummyimage.com/112x196.png/5fa2dd/ffffff,a pede posuere nonummy integer non velit donec diam neque vestibulum,1991,LS,8,388
77,2021-06-17 18:12:10,2021-03-05 04:32:20,2021-05-13 19:39:02,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",AUTOMATIC,SALE,Mauv,54,GASOLINE,http://dummyimage.com/196x201.png/dddddd/000000,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,2000,Integra,3,588
78,2021-02-22 04:34:27,2021-07-21 23:55:01,2021-06-11 20:09:30,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",STICK,DIRECTTRADE,Teal,82,GASOLINE,http://dummyimage.com/174x266.png/dddddd/000000,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,1992,Brougham,2,548
79,2021-07-18 22:41:43,2021-05-16 06:33:06,2021-08-15 01:04:32,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",STICK,DIRECTTRADE,Turquoise,90,GAS,http://dummyimage.com/180x284.png/ff4444/ffffff,a pede posuere nonummy integer non velit donec diam neque vestibulum eget,2006,330,10,483
80,2021-09-04 10:36:28,2021-04-07 19:58:29,2021-06-08 14:52:17,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",STICK,DIRECTTRADE,Goldenrod,20,GAS,http://dummyimage.com/217x396.png/dddddd/000000,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec,1988,Sable,10,345
81,2021-04-29 09:32:55,2021-08-07 12:51:41,2021-04-25 03:08:40,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",STICK,SALE,Puce,86,GAS,http://dummyimage.com/121x131.png/cc0000/ffffff,eu nibh quisque id justo sit amet sapien dignissim vestibulum,2001,Solara,3,758
82,2021-07-25 22:08:09,2021-05-07 17:04:38,2021-07-22 00:25:19,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",STICK,SALE,Violet,70,GAS,http://dummyimage.com/146x164.png/5fa2dd/ffffff,pede justo eu massa donec dapibus duis at velit eu,1995,2500 Club Coupe,2,873
83,2021-04-10 16:33:39,2021-04-01 08:26:53,2021-05-03 20:37:24,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",STICK,SALE,Orange,99,GAS,http://dummyimage.com/239x119.png/ff4444/ffffff,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,1996,Crown Victoria,7,806
84,2021-07-05 08:18:10,2021-02-05 18:36:45,2021-06-12 01:45:15,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",STICK,CHANGE,Indigo,27,GAS,http://dummyimage.com/109x322.png/cc0000/ffffff,sit amet sem fusce consequat nulla nisl nunc nisl duis,2001,Cougar,9,295
85,2021-02-24 06:38:14,2021-08-11 07:11:09,2021-04-18 05:01:24,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,AUTOMATIC,CHANGE,Maroon,60,GAS,http://dummyimage.com/205x263.png/5fa2dd/ffffff,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,1995,Truck,3,846
86,2021-07-31 20:53:53,2021-09-16 04:04:58,2021-02-12 04:55:34,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",AUTOMATIC,CHANGE,Goldenrod,1,GASOLINE,http://dummyimage.com/135x314.png/cc0000/ffffff,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,2010,Continental GTC,5,708
87,2021-01-18 11:55:06,2021-02-11 16:40:57,2021-03-11 12:23:28,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",STICK,CHANGE,Crimson,45,GASOLINE,http://dummyimage.com/159x272.png/dddddd/000000,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,2007,Escape,1,506
