dealer_company_id,created_at,deleted_at,modified_at,assignment_member,company_vehicle,description,name
100,2021-06-22 17:57:45,2021-06-09 01:18:47,2021-02-26 20:43:55,83,55,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,"Koepp, Toy and Jacobson"
101,2021-03-13 09:59:34,2021-07-06 23:40:35,2021-06-20 17:41:44,65,15,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Gulgowski Inc
102,2021-04-27 18:32:15,2021-02-03 18:55:15,2021-08-20 06:06:41,94,45,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.","Rodriguez, Walker and Grant"
103,2021-08-13 09:15:00,2021-07-03 18:48:50,2021-08-27 13:37:53,11,27,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Bergnaum-Hudson
104,2021-04-26 11:46:41,2021-06-01 12:52:20,2021-09-04 22:12:36,45,14,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Kris-O'Connell
105,2021-02-09 07:58:26,2021-06-24 08:14:20,2021-09-08 23:28:15,67,64,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Connelly LLC
106,2021-01-19 12:21:21,2021-08-30 17:45:14,2021-07-29 08:52:00,95,41,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Flatley-Baumbach
107,2021-03-05 20:04:10,2021-04-28 15:21:52,2021-02-15 21:23:37,1,71,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Prosacco LLC
108,2021-02-23 18:22:05,2021-01-12 01:36:42,2021-04-25 23:45:50,24,45,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Hilpert and Sons
109,2021-03-09 01:01:46,2021-02-28 17:27:15,2021-03-10 10:54:04,88,67,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Gleichner and Sons
110,2021-05-09 08:12:11,2021-09-11 17:50:12,2021-07-23 09:50:57,78,24,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Nienow and Sons
111,2021-02-06 02:58:11,2021-03-06 18:32:05,2021-09-23 11:09:32,85,41,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,"Cassin, Crist and Mitchell"
112,2021-09-08 08:09:49,2021-02-02 05:07:22,2021-05-27 11:53:42,87,88,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,O'Reilly Inc
113,2021-03-07 23:00:27,2021-02-22 23:20:47,2021-08-18 22:13:09,92,95,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Champlin LLC
114,2021-02-26 16:42:37,2021-07-28 19:23:16,2021-03-21 16:04:46,68,88,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Mertz Group
115,2021-06-25 04:26:03,2021-05-06 09:15:59,2021-03-18 20:02:35,20,15,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,McKenzie Inc
116,2021-01-28 02:02:48,2021-04-13 23:43:10,2021-04-28 19:13:41,49,83,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Barton LLC
117,2021-03-11 15:51:56,2021-05-02 11:55:44,2021-03-27 19:24:35,62,67,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.","Berge, Mayer and Boehm"
118,2021-03-27 06:35:59,2021-01-12 08:14:26,2021-04-24 09:44:32,28,69,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Reinger-Shanahan
119,2021-07-09 08:17:24,2021-06-14 13:26:08,2021-02-22 13:08:24,11,43,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Howe and Sons
120,2021-01-01 20:08:33,2021-09-20 05:22:44,2021-05-13 07:44:05,61,21,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",Lang-Heller
121,2021-04-05 12:45:07,2021-05-20 00:35:15,2021-02-19 05:13:44,49,81,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Mueller Group
122,2021-05-05 22:23:14,2021-09-01 12:43:24,2021-04-22 08:17:18,24,85,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Pouros LLC
123,2021-09-01 13:08:55,2021-03-16 04:57:57,2021-05-11 22:46:37,48,94,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Ryan Group
124,2021-03-01 22:12:20,2021-04-16 10:52:03,2021-08-14 03:02:00,71,85,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.","Davis, Mraz and Prosacco"
125,2021-07-02 14:35:19,2021-03-24 04:12:43,2021-07-10 19:22:42,70,30,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.","Rogahn, Block and Rogahn"
126,2021-08-29 20:32:22,2021-04-21 09:51:10,2021-03-06 17:32:19,34,70,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",Murray-Spinka
127,2021-02-25 23:56:13,2021-08-12 05:52:06,2021-08-12 03:06:17,61,35,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Waelchi and Sons
128,2021-07-04 23:24:08,2021-03-13 00:50:11,2021-04-06 15:02:39,8,23,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.","Runolfsson, Heidenreich and Nienow"
129,2021-05-26 02:16:57,2021-01-17 07:41:19,2021-01-13 00:30:28,78,7,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.","Blick, Johnston and Swift"
130,2021-01-10 03:00:38,2021-08-07 11:38:35,2021-05-17 16:09:18,35,73,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Beahan Group
131,2021-09-13 00:18:51,2021-04-11 11:29:22,2021-05-20 20:26:49,90,27,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.","Kassulke, Macejkovic and Welch"
132,2021-09-07 20:31:43,2021-08-21 04:50:33,2021-09-19 07:46:57,22,14,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",O'Hara-Langosh
133,2021-02-02 01:00:20,2021-05-04 15:06:42,2021-03-05 14:46:09,18,43,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Mayert-Douglas
134,2021-06-23 21:29:58,2021-04-01 09:27:13,2021-05-06 20:25:26,21,66,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Davis-Murray
135,2021-02-28 07:01:25,2021-02-08 13:18:22,2021-09-16 13:15:16,27,62,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.","Cummings, Beier and Bradtke"
136,2021-01-05 06:36:25,2021-03-01 15:08:14,2021-05-29 10:43:59,46,67,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Ruecker and Sons
137,2021-07-14 07:02:27,2021-01-05 11:08:05,2021-02-11 02:58:58,85,10,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Sawayn Group
138,2021-04-11 17:52:23,2021-02-08 17:51:32,2021-07-11 13:04:13,34,38,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Powlowski-Fritsch
139,2021-08-23 03:56:16,2021-09-11 12:24:17,2021-02-25 00:43:34,93,51,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Kunze Inc
140,2021-01-16 15:10:52,2021-04-15 06:07:12,2021-08-31 02:29:15,83,8,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Vandervort-Mante
141,2021-03-20 00:01:32,2021-05-04 16:09:27,2021-01-13 16:09:09,99,72,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Bradtke LLC
142,2021-05-08 19:24:43,2021-07-07 15:01:18,2021-03-17 08:27:07,27,91,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Maggio-Beer
143,2021-08-04 18:32:20,2021-06-13 08:04:48,2021-07-07 02:28:35,32,99,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",Lynch Inc
144,2021-03-14 18:43:42,2021-07-30 01:05:09,2021-09-15 11:18:40,22,69,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,"Williamson, Fay and Reinger"
145,2021-01-04 20:39:44,2021-02-14 10:27:25,2021-07-21 21:04:37,11,70,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Sporer-Zemlak
146,2021-05-01 07:46:47,2021-03-13 11:24:01,2021-04-21 04:53:37,97,64,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Bahringer LLC
147,2021-04-18 08:11:49,2021-03-03 07:58:21,2021-03-02 21:54:04,23,88,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Adams-Hilpert
148,2021-04-02 04:04:25,2021-07-19 22:15:56,2021-09-18 15:10:35,62,65,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Lubowitz Inc
149,2021-03-18 12:06:58,2021-07-23 16:36:40,2021-09-10 15:42:05,38,77,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","Conroy, Hodkiewicz and Wolf"
150,2021-07-11 05:36:03,2021-08-13 02:59:18,2021-05-17 16:33:13,66,53,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.","Vandervort, O'Connell and Luettgen"
151,2021-08-23 07:26:58,2021-08-14 11:14:18,2021-01-07 16:40:10,67,96,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Welch and Sons
152,2021-08-22 02:29:23,2021-07-27 18:13:43,2021-07-21 07:18:23,50,38,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Smitham and Sons
153,2021-03-01 17:04:37,2021-05-01 00:28:44,2021-01-30 22:20:43,100,97,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",Hane Inc
154,2021-01-16 23:11:16,2021-08-30 00:26:45,2021-02-16 07:05:11,13,25,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.","Wisoky, Stanton and Prosacco"
155,2021-05-22 04:13:18,2021-08-16 16:07:57,2021-02-16 17:52:27,62,8,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.","Wisozk, Abbott and Bosco"
156,2021-09-23 04:09:15,2021-04-20 11:00:28,2021-06-30 22:51:12,66,6,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Breitenberg LLC
157,2021-02-20 03:44:06,2021-04-04 09:52:31,2021-01-25 10:48:41,67,33,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Wiza-Gerhold
158,2021-04-08 19:36:55,2021-05-04 02:46:56,2021-07-20 20:13:07,100,63,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Schoen Inc
159,2021-09-14 05:08:31,2021-05-01 10:42:46,2021-08-03 07:59:17,83,70,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Bailey Inc
160,2021-08-05 09:20:00,2021-02-11 14:47:07,2021-04-11 01:38:50,61,15,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.","Blick, Bruen and Quitzon"
161,2021-01-31 17:45:51,2021-05-25 20:23:31,2021-03-02 03:35:50,92,33,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Schowalter LLC
162,2021-03-04 07:55:57,2021-03-01 18:44:26,2021-07-11 23:41:07,73,36,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Gibson LLC
163,2021-03-03 23:17:23,2021-09-13 06:45:53,2021-05-06 12:25:58,74,44,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Nikolaus Inc
164,2021-01-28 06:28:54,2021-02-06 01:17:41,2021-05-15 18:14:33,17,81,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Littel LLC
